"Крошка 1";"Крошка 2";"Крошка 3";Ссылка;Название;Цена;"Ед. изм.";"Изображение 1";"Изображение 2";"Изображение 3";"Изображение 4";"Изображение 5";"Изображение 6";Вес;Габариты;бачок;бензобак;давление;"давление на входе";"давление подачи воздуха";двигатель;диаметр;"диаметр сопла";"диаметр цилиндра";"диапазон давления";длинна;"длинна шланга";"емкость бачка";"емкость бочка";"кол-во скоростей";"макс t";"макс давление";"макс давление краски";"макс давление на выходе";"макс длинна шланга";"макс мощность двигателя";"макс пр-ть насоса";"макс рабочее давление";"макс размер сопла";"макс расстояние";"макс расстояния до пов-ти";"макс расход краски";"макс скорость";"макс сопло";"максимальный расход краски";"масса с бачком";мощность;"мощность двигателя";мощьность;напряжение;"напряжение питания";"номинальная мощьность";объем;"объем бачка";"объем контейнера";"объем рессивера";"объём бачка";"объём ресивера";очистка;"передаточное соотношение";"переход на";"переход с";питание;"подача воздуха";"подача воздуха от компр";"подача воздуха от компрессора";"подача за двоичный ход";производительность;"проходное сечение";"размер сопел";"размер сопла";"размер цилиндра";"расход воздуха";"расход воздх";"резьба на входе воздуха";соединение;сопло;"странд сопло";"угол распыления";"уровень шума";факел;фитинг;"частота вращения";"ширина факела";шланг;Описание
Комплектующие;"Для безвоздушных аппаратов";"Сопла безвоздушные";https://pro-kraskopult.ru/sopla-bezvozdushnye/soplo-bezvozdushnoe-217;"Сопло безвоздушное 217";1400.00;Руб/шт;;;;;;;;-x-x-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,017”;;;;;;;;;;"20 градусов";;"10 см";;;;;"Сопло безвоздушное 217
арт.217
Безвоздушная реверсивная форсунка для красок средней вязкости, узкое сопло с шириной порядка 10 см для покраски узких изделий.
Сопло реверсивное безвоздушное 217, имеет посадочный размер типа Wagner Trade Tip 2. Подходит ко всем современным краскопультам безвоздушного распыления Wagner AG08, AG 14, или Titan LX 80 или SS 5 . Сопло предназначено для безвоздушных краскопультов, с максимальным давлением до 300 бар. Краска подается от окрасочного агрегата по шлангу высокого давления в безвоздушный краскопульт, и, проходя через сопло тонкого сечения, краска распыляется, образуя красочный факел.
Безвоздушные сопла могут быть с различными цветными пластиковыми флажками, цвет флажка не влияет на тип размера сопла, это только дизайн. Номер сопла 217 указан (пропечатан) на хвосте пластикового флажка.
У цветного флажка безвоздушного сопла есть два направления распыления краски, первое направление, по стрелке (острием вперед), и второе направление – тыльное, тупое скругленное. Если безвоздушное сопло установлено на краскопульт острием вперед – значит, оно находится в процессе распыления,если тыльной стороной, то на прочистку, в случае если сопло забилось. Чтобы прочистить забитое сопло, необходимо развернуть его в соплодержателе тыльной стороной, на 180 градусов, отвернуть безвоздушный краскопульт в сторону и нажать пару раз на курок окрасочного пистолета.
Благодаря данным двум положениям безвоздушного сопла,«распыление» и «прочистки», сопла получили название реверсивные, а благодаря тому, что воздух не участвует в процессе распылении краски, сопла получили название безвоздушные.
Расшифровка сопла 217
Сопло 217 имеет угол распыления 20 градусов, и на расстоянии30-35 см краскопульта от окрашиваемой поверхности дает факел порядка 10сантиметров.
Проходное сечение 217 сопла – 0,017”.
В комплект сопла входит седло и уплотнение для фиксации сопла в безвоздушном краскопульте. При замене сопла менять седло и уплотнение не обязательно.
Данное сопло обычно используют для покраски узких изделий,например оконные откосы, или металлические балки. Сопло используют для нанесения грунтов по металлу типа ГФ 021 или эмалей типа ПФ 115, грунтов по стенам, для грунтования узких изделий.
При одинаковой краске, одинаковой вязкости, и одном и том же давлении — скорость нанесения и расход краски при проходе через сопло 217 будет больше чем у 215 сопла.
Ширина факела 217 на одинаковом расстоянии от краскопульта до поверхности окрашивания будет уже сантиметров на 5 , чем у 317 сопла.
"
"Разметочные машины";;;https://pro-kraskopult.ru/razmetochnye-mashiny/razmetochnaja-mashina-dlja-kraski-hyvst-splm-3400;"Разметочная машина для краски HYVST SPLM 3400";190000.00;Руб/шт;https://pro-kraskopult.ru/https://pro-kraskopult.ru/files/5bd2f71e1-278x278.jpg;https://pro-kraskopult.ru/https://pro-kraskopult.ru/files/ad3108e-278x278.jpg;https://pro-kraskopult.ru/https://pro-kraskopult.ru/files/691fb-278x278.jpg;https://pro-kraskopult.ru/https://pro-kraskopult.ru/files/66e6364d-278x278.jpg;https://pro-kraskopult.ru/https://pro-kraskopult.ru/files/8e537ffb-278x278.jpg;https://pro-kraskopult.ru/https://pro-kraskopult.ru/files/6be3bb-278x278.jpg;;-x-x-;;;;;;;;;;;;;;;;;;;"227 бар";;;"2.7 л/мин";;;;"30 см";;;0,028”;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Разметочная машина для краски HYVST SPLM 3400
HB-3400 — поршневая разметочная машина для краски на базе насоса HV270
, предназначенная для нанесения горизонтальной дорожной разметки краской, парковочных мест, спортивных стадионов. Разметочная машина работает на один безвоздушный краскопульт, который крепится на специальный штатив. Безвоздушный краскопульт можно снимать со штатива при необходимости работать по шаблону или окраски придорожных конструкций, столбов, бордюров, мостовых конструкций, заборов, ограждений. Разметочная машина работает от бензинового двигателя, краска подается поршневым насосом высокого давления. Краска устанавливается на машину в специальное углубление для заводского ведра с краской, т.е. краску не нужно ни цедить, ни переливать. Краска из ведра забирается через специальный гибкий заборник для краски. Машина собрана и похожа по дизайну, является аналогом Graco LineLazer 3400
Преимущества разметочной машины:
высокая скорость распыления краски на дорогу

малое количество пыли при разметке парковок

краска распыляется на асфальт под высоким давлением

краску для дорожной разметки не нужно переливать из заводской емкости

можно использовать разметочную машину как окрасочный аппарат и красить бордюры, столбы, заборы, мосты

безвоздушный краскопульт снимается с пистолетного крепления и им можно наносить краску вручную по шаблону, размечать пешеходный переход или рисовать знаки дорожного движения

низкая цена на разметочную машину по сравнению с Graco LineLazer 3400
Комплект поставки
поршневой насос 3400 для краски с бензиновым двигателем на колесной тележке

шланг 15 метров для краски

краскопульт безвоздушного распыления

сопло реверсивное безвоздушное

масло для смазки штока поршня
Гарантия:
Все окрасочное оборудование безвоздушного распыления проверяется вручную на заводе изготовителе. На все покрасочное оборудование предоставляется гарантия – 12 месяцев на отсутствие заводского брака. Осуществляется гарантийный и послегарантийный ремонт окрасочных аппаратов. Обеспечивается поставка запасных частей и комплектующих
"
"Разметочные машины";;;https://pro-kraskopult.ru/razmetochnye-mashiny/razmetochnaja-mashina-dlja-kraski-hyvst-splm-800;"Разметочная машина для краски HYVST SPLM 800";170000.00;Руб/шт;https://pro-kraskopult.ru/https://pro-kraskopult.ru/files/ee04a56-278x278.jpg;https://pro-kraskopult.ru/https://pro-kraskopult.ru/files/4a07926e-278x278.jpg;https://pro-kraskopult.ru/https://pro-kraskopult.ru/files/bc22ff3-278x278.jpg;https://pro-kraskopult.ru/https://pro-kraskopult.ru/files/d9a26-278x278.jpg;https://pro-kraskopult.ru/https://pro-kraskopult.ru/files/c1bf2-278x278.jpg;https://pro-kraskopult.ru/https://pro-kraskopult.ru/files/440a42-278x278.jpg;;-x-x-;;;;;;;;;;;;;;;;;;;"210 бар";;"6 л.с";"8.3 л/мин";;0,025”;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Разметочная машина для краски HYVST SPLM 800
HYVST SPLM 800 машина для нанесения дорожной разметки краской на асфальт.
Машина собрана на базе поршневого насоса для краски и бензинового двигателя. Машину для нанесения дорожной краски можно толкать, также ее можно использовать как подающий поршневой насос с бензиновым двигателем и держать машину в кузове грузовика, и наносить краску окрасочным пистолетом вручную по шаблону. Машину может наносить как прямые линии, так прерывистые. Также, благодаря переднему поворотному колесу, можно наносить радиусы, фиксируя переднее колесо под нужным углом.
Преимущества разметочной машины:
высокая скорость нанесения дорожной краски на дорогу

малое количество пыли при разметке парковок

краска наносится на асфальт под высоким давлением через окрасочный пистолет

краску для дорожной разметки не нужно переливать из заводской емкости

можно использовать разметочную машину как окрасочный аппарат и красить бордюры, столбы, заборы, мосты

окрасочный пистолет снимается с крепления и им можно наносить краску вручную по шаблону, размечать пешеходный переход или рисовать знаки дорожного движения

низкая цена на разметочную машину
Комплект поставки
поршневой насос для краски с бензиновым двигателем на колесной тележке

шланг 15 метров для краски

краскопульт высокого давления

сопло реверсивное безвоздушное

масло для смазки
Гарантия:
Все окрасочное оборудование безвоздушного распыления проверяется вручную на заводе изготовителе. На все покрасочное оборудование предоставляется гарантия – 12 месяцев на отсутствие заводского брака. Осуществляется гарантийный и послегарантийный ремонт окрасочных аппаратов. Обеспечивается поставка запасных частей и комплектующих
"
"Разметочные машины";;;https://pro-kraskopult.ru/razmetochnye-mashiny/razmetochnaja-mashina-dlja-kraski-hyvst-splm-2000;"Разметочная машина для краски HYVST SPLM 2000";210000.00;Руб/шт;https://pro-kraskopult.ru/https://pro-kraskopult.ru/files/4704-278x278.jpg;https://pro-kraskopult.ru/https://pro-kraskopult.ru/files/118c12-278x278.jpg;https://pro-kraskopult.ru/https://pro-kraskopult.ru/files/0b02fd-278x278.jpg;https://pro-kraskopult.ru/https://pro-kraskopult.ru/files/520a25-278x278.jpg;https://pro-kraskopult.ru/https://pro-kraskopult.ru/files/2b53c03-278x278.jpg;https://pro-kraskopult.ru/https://pro-kraskopult.ru/files/0a04b4-278x278.jpg;;-x-x-;;;;;;;;;;;;;;;;;;;"230 бар";;"6 л.с";"5.0 л/мин";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,019”;;;;;;;;;;;;;;;"Разметочная машина для краски HYVST SPLM 2000
HYVST SPLM 2000 машина для безвоздушного нанесения дорожной разметки краской на асфальт.
Разметочная машина собрана на базе поршневого насоса для краски и бензинового двигателя. Машину для нанесения дорожной краски можно толкать, также ее можно использовать как подающий поршневой насос с бензиновым двигателем и держать машину в кузове грузовика, и наносить краску окрасочным пистолетом вручную по шаблону. Машина может наносить как прямые линии, так прерывистые. Также, благодаря переднему поворотному колесу, можно наносить радиусы, фиксируя переднее колесо под нужным углом. Машина может наносить двойные сплошные и прерывистые линии, пешеходные переходы
Преимущества разметочной машины:
высокая скорость нанесения дорожной краски на дорогу

малое количество пыли при разметке парковок

краска наносится на асфальт под высоким давлением через окрасочный пистолет

краску для дорожной разметки не нужно переливать из заводской емкости

можно использовать разметочную машину как окрасочный аппарат и красить бордюры, столбы, заборы, мосты

окрасочный пистолет снимается с крепления и им можно наносить краску вручную по шаблону, размечать пешеходный переход или рисовать знаки дорожного движения

может размечать пешеходную широкую линию за один проход машины

низкая цена на разметочную машину
Комплект поставки
поршневой насос для краски с бензиновым двигателем на колесной тележке

шланг 15 метров для краски

шланг 1,5 метра для краски

два краскопульта высокого давления

два сопла реверсивных безвоздушных

масло для смазки
Гарантия:
Все окрасочное оборудование безвоздушного распыления проверяется вручную на заводе изготовителе. На все покрасочное оборудование предоставляется гарантия – 12 месяцев на отсутствие заводского брака. Осуществляется гарантийный и послегарантийный ремонт окрасочных аппаратов. Обеспечивается поставка запасных частей и комплектующих
"
Комплектующие;"Для безвоздушных аппаратов";"Масло для окрасочных аппаратов";https://pro-kraskopult.ru/maslo-dlja-okrasochnyh-apparatov/mesamoll-maslo-dlja-smazki-shtoka-porshnja;"Mesamoll масло для смазки штока поршня";2250.00;Руб/шт;;;;;;;;-x-x-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Mesamoll масло для смазки штока поршня
арт.818-813
Mesamoll — разделительная жидкость для смазки поршневых насосов. Подходит к оборудованию Wagner, Graco, Titan, Binks, Kremlin, Dino Power, HYVST и пр.
"
Комплектующие;"Для безвоздушных аппаратов";"Масло для окрасочных аппаратов";https://pro-kraskopult.ru/maslo-dlja-okrasochnyh-apparatov/tsl-maslo-dlja-smazki-shtoka-porshnja;"TSL масло для смазки штока поршня";2250.00;Руб/шт;;;;;;;;-x-x-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"TSL масло для смазки штока поршня
арт.206994
Масло для смазки поршневых насосов Graco, Wagner, HYVST  и пр.
"
Краскопульты;"С верхним бачком";;https://pro-kraskopult.ru/s-verhnim-bachkom/kraskopult-devilbiss-gti-pro;"Краскопульт Devilbiss GTI PRO";16850.00;Руб/шт;https://pro-kraskopult.ru/https://pro-kraskopult.ru/files/devilbiss-gti-pro-3-2/Devilbiss-GTI-PRO2-278x278.png;https://pro-kraskopult.ru/https://pro-kraskopult.ru/files/devilbiss-gti-pro-3-2/Devilbiss-GTI-PRO1-278x278.png;https://pro-kraskopult.ru/https://pro-kraskopult.ru/files/devilbiss-gti-pro-3-2/Devilbiss-GTI-PRO3-278x278.png;;;;"778 г";-x-x-;;;;;"2,0 бар";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"от 280 л/мин";;"1/4""";;;;;;;;;;;"Краскопульт Devilbiss GTI PRO
Краскораспылитель серии GTi Pro предназначен для нанесения любых базовых и лаковых покрытий с наивысшим качеством. Он одобрен всеми компаниями производителями лакокрасочных материалов. Универсальный корпус позволяет использовать его с различными воздушными головами, которые условно можно разделить на «базовые», «лаковые» и «универсальные». С их помощью можно подобрать оборудование для наибольшей точности цветопередачи, а так же для скоростной работы, либо для экономии краски. Кроме того, можно скомплектовать краскопульт с очень маленьким потреблением воздуха, что бывает очень важно для маленьких мастерских со слабыми компрессорами.
Одно из важнейших преимуществ краскораспылителя DeVilbiss GTi Pro – это «мягкий», «понятный» факел, позволяющий малярам с различным уровнем подготовки добиваться наивысшего качества нанесения любых лакокрасочных материалов. Краскораспылитель после использования очень легко и очень быстро (примерно за 12-15 секунд) разбирается для чистки и в нем нет мест, где бы осталась краска, которую трудно вычистить.
"
Краскопульты;"С верхним бачком";;https://pro-kraskopult.ru/s-verhnim-bachkom/kraskopult-s990-g;"Краскопульт S990 G";740.00;Руб/шт;;;;;;;"600 г";-x-x-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.5;;"450 л/мин";;"1/4""";;;;;;;;;;;"Краскопульт S990 G
Самый дешёвый вариант.
Такой пистолет вполне может подойти под грунт, чтобы не пачкать другие.
Обратите внимание, что дюзы на таком пистолете не меняются.
 
*
	• от 5 штук — 740р
	• от 3 штук — 990р
	• 1 штука — 1350р
"
Краскопульты;"С верхним бачком";;https://pro-kraskopult.ru/s-verhnim-bachkom/kraskopult-premium-lvmp;"Краскопульт Premium LVMP";4000.00;Руб/шт;https://pro-kraskopult.ru/https://pro-kraskopult.ru/files/6454c-278x278.jpg;https://pro-kraskopult.ru/https://pro-kraskopult.ru/files/9222-278x278.jpg;https://pro-kraskopult.ru/https://pro-kraskopult.ru/files/dafc-278x278.jpg;;;;;-x-x-;;;;;;;;;;;;;;;;;;;"2.0 бар";;;;;;;;;;;;;;;;;;;;"0,6 л";;;;;;;;;;;;;;;;"1,3-2,5 мм";;;;;;;;"1,3 мм";;;;;;;;"Краскопульт Premium LVMP
Воздушный краскопульт HYVST LVMP
— среднего давления. Предназначен как для промышленного применения, так и для покраски авто в автосервисах. Краскопульт работает от компрессора нагнетающего давление от 2-8 бар, с объемом подачи от 300 л/мин. Краскопульт внешне по дизайну напоминает краскораспылители Sata, и благодаря идеальной эргономике исключительно удобен при работе. Краскопульт можно дополнительно доукомплектовать иглой-форсункой- головой и тем самым изменить расход краски при распылении. Краскопульт можно применять как для грунтовых покрытий, так и для нанесения финишного лака. Благодаря среднему давлению, краскопульт позволяет получать хорошее качество покраски, при достаточно большой скорости и низком количестве тумана.
Преимущества краскопульта
надежный краскопульт

краскопульт можно использовать как на промышленных предприятиях, так и для окраски авто

малое количество тумана, при правильном соотношении вязкости краски с используемым соплом

высокая эргономика краскопульта

низкий вес краскопульта

профессиональные , удобно расположенные регулировки факела краски

универсальная резьба для подключения воздуха

бачок большой емкости

бачок на краскопульте низкой колкости

краскопульт можно использовать для водных красок

низкая цена на краскопульт

высокое качество сборки краскопульта

профессиональная заводская сборка краскопульта

большое количество форсунок для точного подбора краскопульта под вашу краску

в набор с краскопультом входит специальный ключ для сборки и разборки краскопульта, фильтр для краски
"
Краскопульты;"С верхним бачком";;https://pro-kraskopult.ru/s-verhnim-bachkom/auarita-l-898-kraskopult-s-verhnim-bachkom;"Auarita L-898 краскопульт с верхним бачком";3200.00;Руб/шт;;;;;;;;-x-x-;;;;;;;;;;;;;"0,6 л";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1,4 ; 1,8";;;;"1/4""";;;;;;;;;;;"Auarita L-898 краскопульт с верхним бачком
арт.L-898
Профессиональный окрасочный пистолет AUARITA L-898 серии L.V.L.P (Low Volume Middle Pressure) – маленький объём среднее давление. Краскопульт характеризуется отличной производительностью и высокой эффективностью переноса материала свыше 65%.
"
Краскопульты;"С верхним бачком";;https://pro-kraskopult.ru/s-verhnim-bachkom/auarita-mp-869-kraskopult-s-verhnim-bachkom;"Auarita MP-869 краскопульт с верхним бачком";2450.00;Руб/шт;;;;;;;;-x-x-;;;;;;;;;;;;;"0,6 л";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"170-300 л/мин";;"1/4""";;;;;;;;;;;"Auarita MP-869 краскопульт с верхним бачком
арт.MP-869
Краскопульт 
Auarita МP-869
 использует технологию LVMP, когда распыление краски производится малым объемом воздуха при среднем выходном давлении. Технология обеспечивает широкий стабильный факел до 24 см, низкое туманообразование и относительно высокий перенос краски — до 65-70% материала.
Auarita МP-869
 оснащен регулировкой подачи воздуха рядом с ручкой пистолета. Не требует мощного компрессора. Достаточно установки производительностью 250-300 л/мин., с рабочим давлением порядка 2-3 бар.
"
Краскопульты;"С верхним бачком";;https://pro-kraskopult.ru/s-verhnim-bachkom/auarita-ab-17g-kraskopult-s-verhnim-bachkom;"Auarita AB-17G краскопульт с верхним бачком";1990.00;Руб/шт;;;;;;;;-x-x-;;;;;;;;;;;;;"0,6 л";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"170 – 311 л/мин";;"1/4""";;;;;;;;;;;"Auarita AB-17G краскопульт с верхним бачком
арт.AB-17G
AUARITA AB-17G универсальный высококачественный окрасочный пистолет:

• может применяться для нанесения базовых 1К красок, прозрачных лаков, 2К

акриловых эмалей, грунтов, материалов на синтетической основе

• низкий расход материала благодаря низкому туманообразованию

• широкий факел

• может применяться для нанесения водоразбавляемых материалов

• хромированный корпус регулировка подачи воздуха в верхней части ручки пистолета
Краскопульт Auarita AB-17G
использует технологию HVLP, когда распыление краски производится большим объемом воздуха при малом выходном давлении. Технология обеспечивает широкий стабильный факел диаметром до 300 мм, низкое туманообразование и относительно высокий перенос краски — до 60% материала. Идеально подходит 
для эмалей с эффектом металлик
.
"
Краскопульты;"С верхним бачком";;https://pro-kraskopult.ru/s-verhnim-bachkom/kraskopult-devilbiss-advance-hd;"Краскопульт DeVilbiss Advance HD";24500.00;Руб/шт;https://pro-kraskopult.ru/https://pro-kraskopult.ru/files/4396-278x278.png;https://pro-kraskopult.ru/https://pro-kraskopult.ru/files/9b35f-278x278.png;https://pro-kraskopult.ru/https://pro-kraskopult.ru/files/b02da-278x278.png;;;;"482 г";-x-x-;;;;;"от 1 бар";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"от 195 л/мин";;"1/4""";;;;;;;;;;;"Краскопульт DeVilbiss Advance HD
арт.ADV-G430
Легкий среднеразмерный профессиональный краскопульт DeVilbiss Advance для окраски деревянной мебели,деревянных изделий,индустрии и коммерческого транспорта. Легкий корпус обеспечивает длительную высокопроизводительную работу. Мягкий воздушный клапан на курке не утомляет пальцы.

Большое количество воздушных голов и сопел позволяет очень точно подобрать необходимые параметры распыления для различных технических задач.

Быстрый и экономичный, легкий и простой в обслуживании. 
Особенности и преимущества:
	• Сопла, иглы и каналы выполнены из нержавеющей стали
	• Характеристики распыления, производительность, размер и форму факела можно изменять заменой воздушной головы (см.таблицу)
	• Специальные версии краскораспылителей с иглами и соплами повышенной прочности для нанесения абразивных составов (глазурь) .
"
Краскопульты;"С верхним бачком";;https://pro-kraskopult.ru/s-verhnim-bachkom/kraskopult-devilbiss-gtipro-lite-blue;"Краскопульт DeVilbiss GTiPro Lite BLUE";19800.00;Руб/шт;https://pro-kraskopult.ru/https://pro-kraskopult.ru/files/devilbiss-gtipro-lite/511567028_w640_h640_gtipro_lite_bl_t_images_1-278x278.png;https://pro-kraskopult.ru/https://pro-kraskopult.ru/files/devilbiss-gtipro-lite/prolight_blue_2-278x278.jpg;https://pro-kraskopult.ru/https://pro-kraskopult.ru/files/devilbiss-gtipro-lite/gti-pro-3-color-278x278.jpg;;;;"620 г";-x-x-;;;;;"от 1,75 бар";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"от 270 л/мин";;"1/4""";;;;;;;;;;;"Краскопульт DeVilbiss GTiPro Lite BLUE
Профессиональный отделочный краскораспылитель GTIPRO Lite пришел на смену популярному GTI PRO
Троекратный победитель премии «Золотой ключ» в номинации «Краскопульты» 
Легендарный Devilbiss GTI PRO LITE теперь можно заказать в трех цветах корпуса — классическом Золотом, Синем и Чёрном с покрытием QuikClean. Инновационное черное покрытие корпуса Qick Clean , используемое на распылителях для керамики при распылении высокоабразивных материалов, упрощает очистку краскопульта.А цветные корпуса помогут разделить краскопульты для различных материалов.
Краскораспылитель серии GTi Pro Lite предназначен для нанесения любых базовых и лаковых покрытий с наивысшим качеством. Он одобрен всеми компаниями производителями лакокрасочных материалов. Универсальный корпус позволяет использовать его с различными воздушными головами, которые условно можно разделить на «базовые», «лаковые» и «универсальные». С их помощью можно подобрать оборудование для наибольшей точности цветопередачи, а так же для скоростной работы, либо для экономии краски. Кроме того, можно скомплектовать краскопульт с очень маленьким потреблением воздуха, что бывает очень важно для маленьких мастерских со слабыми компрессорами.
Одно из важнейших преимуществ краскораспылителя DeVilbiss GTi Pro Lite – это «мягкий», «понятный» факел, позволяющий малярам с различным уровнем подготовки добиваться наивысшего качества нанесения любых лакокрасочных материалов. Краскораспылитель после использования очень легко и очень быстро (примерно за 12-15 секунд) разбирается для чистки и в нем нет мест, где бы осталась краска, которую трудно вычистить.
Универсальная конструкция корпуса краскораспылителя Devilbiss GTIPRO Lite, позволяет использовать его с большим количеством воздушных голов и наносить любые лакокрасочные материалы с превосходным качеством:
	• С воздушной головой HV30 (HVLP) – краскораспылитель Devilbiss обладает наивысшим переносом краски на деталь.
	• C воздушной головой ТЕ10, способен работать с маломощными компрессорами, что очень актуально для маленьких мастерских.
	• С воздушной головой ТЕ20 можно наносить краску или лак с высокой скоростью.
Универсальность и превосходное качество покрытия позволяет применять его во всех областях промышленности:
	• Авторемонт
	• Окраска древесины
	• Окраска металлоконструкций
	• Адгезионные покрытия
	• Авиакосмическая промышленность
	• Яхты и морские суда
	• Подвижной железнодорожный состав
	• Автопромышленность
Особенности и преимущества
	• Форма рукоятки краскораспылителя изогнута для наибольшего удобства руки маляра.
	• Воздушный клапан новой конструкции очень хорошо защищен от случайного попадания грязного растворителя в воздушные каналы краскораспылителя во время промывки.
	• Широкий и плотный факел позволяет наносить быстро и с хорошей цветопередачей даже краски со слабой кроющей способностью.
	• Меньший вес пистолета снижает усталость маляра
"
Краскопульты;"С верхним бачком";;https://pro-kraskopult.ru/s-verhnim-bachkom/kraskopult-devilbiss-gtipro-lite-black;"Краскопульт DeVilbiss GTiPro Lite BLACK";19800.00;Руб/шт;https://pro-kraskopult.ru/https://pro-kraskopult.ru/files/devilbiss-gtipro-lite/gtipro_lite_blacl_1-278x278.png;https://pro-kraskopult.ru/https://pro-kraskopult.ru/files/devilbiss-gtipro-lite/gtipro_lite_blacl_2-278x278.png;https://pro-kraskopult.ru/https://pro-kraskopult.ru/files/devilbiss-gtipro-lite/gti-pro-3-color-278x278.jpg;;;;"620 г";-x-x-;;;;;"от 1,75 бар";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"от 270 л/мин";;"1/4""";;;;;;;;;;;"Краскопульт DeVilbiss GTiPro Lite BLACK
Профессиональный отделочный краскораспылитель GTIPRO Lite пришел на смену популярному GTI PRO
Троекратный победитель премии «Золотой ключ» в номинации «Краскопульты» 
Легендарный Devilbiss GTI PRO LITE теперь можно заказать в трех цветах корпуса — классическом Золотом, Синем и Чёрном с покрытием QuikClean. Инновационное черное покрытие корпуса Qick Clean , используемое на распылителях для керамики при распылении высокоабразивных материалов, упрощает очистку краскопульта.А цветные корпуса помогут разделить краскопульты для различных материалов.
Краскораспылитель серии GTi Pro Lite предназначен для нанесения любых базовых и лаковых покрытий с наивысшим качеством. Он одобрен всеми компаниями производителями лакокрасочных материалов. Универсальный корпус позволяет использовать его с различными воздушными головами, которые условно можно разделить на «базовые», «лаковые» и «универсальные». С их помощью можно подобрать оборудование для наибольшей точности цветопередачи, а так же для скоростной работы, либо для экономии краски. Кроме того, можно скомплектовать краскопульт с очень маленьким потреблением воздуха, что бывает очень важно для маленьких мастерских со слабыми компрессорами.
Одно из важнейших преимуществ краскораспылителя DeVilbiss GTi Pro Lite – это «мягкий», «понятный» факел, позволяющий малярам с различным уровнем подготовки добиваться наивысшего качества нанесения любых лакокрасочных материалов. Краскораспылитель после использования очень легко и очень быстро (примерно за 12-15 секунд) разбирается для чистки и в нем нет мест, где бы осталась краска, которую трудно вычистить.
Универсальная конструкция корпуса краскораспылителя Devilbiss GTIPRO Lite, позволяет использовать его с большим количеством воздушных голов и наносить любые лакокрасочные материалы с превосходным качеством:
	• С воздушной головой HV30 (HVLP) – краскораспылитель Devilbiss обладает наивысшим переносом краски на деталь.
	• C воздушной головой ТЕ10, способен работать с маломощными компрессорами, что очень актуально для маленьких мастерских.
	• С воздушной головой ТЕ20 можно наносить краску или лак с высокой скоростью.
Универсальность и превосходное качество покрытия позволяет применять его во всех областях промышленности:
	• Авторемонт
	• Окраска древесины
	• Окраска металлоконструкций
	• Адгезионные покрытия
	• Авиакосмическая промышленность
	• Яхты и морские суда
	• Подвижной железнодорожный состав
	• Автопромышленность
Особенности и преимущества
	• Форма рукоятки краскораспылителя изогнута для наибольшего удобства руки маляра.
	• Воздушный клапан новой конструкции очень хорошо защищен от случайного попадания грязного растворителя в воздушные каналы краскораспылителя во время промывки.
	• Широкий и плотный факел позволяет наносить быстро и с хорошей цветопередачей даже краски со слабой кроющей способностью.
	• Меньший вес пистолета снижает усталость маляра
"
Краскопульты;"Для аэрографии";;https://pro-kraskopult.ru/dlja-ajerografii/ajerograf-star-sap-br;"Аэрограф STAR SAP-BR";3700.00;Руб/шт;;;;;;;;-x-x-;;;;;;;;;;"1-3 бар";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"10 л/мин";;;1.2;;;;"53 мм";;;;;"Аэрограф STAR SAP-BR
арт.SAP-BR02
Профессиональный Аэрограф Star SAP-CR02 с бачком 8 мл. применяются при графических работах, косметических окрасках, при выполнении дизайнерских и аэрографических работ.
"
